CNPJ_FUNDO,nomeAbreviado,retorno_ytd,annualized_return,cumulative_returns,idade,annualized_sharpe,n_cotistas,classe,txa_adm_%aa,patrimonio,retorno_2020,retorno_1_mes,retorno_3_meses,retorno_1_ano,treynor_cdi_1ano,treynor_ibov_1ano,treynor_snp_1ano,retorno_3_anos,treynor_cdi_3ano,treynor_ibov_3ano,treynor_snp_3ano,retorno_5_anos,treynor_cdi_5ano,treynor_ibov_5ano,treynor_snp_5ano,retorno_10_anos,treynor_cdi_10ano,treynor_ibov_10ano,treynor_snp_10ano,fundo_exclusivo,investidorQualificado,max_one_day_return
00.322.699/0001-06,BRADESCO H FI RF REF DI CP LP EXECUTIVO,0.0194714831859268,0.1006394477506627,4.069945624838234,8.0,36.79643506753676,3839.0,Fundo de Renda Fixa,0.3,2842013169.39,0.0210406042020665,0.004563704443413,0.0110242061121257,0.0304992012844422,0.0690173794125725,-17.91242193489189,-13.426592692786285,0.1296295955775517,0.2652015727742883,-92.28576869680865,-67.44633480675004,0.3641764161730019,0.5188406019427648,-332.7540697744951,-222.52160471270983,1.2891014922089084,2.1407959649791573,-1927.44260894712,-1327.070467430398,False,False,0.0012892431548254
00.346.750/0001-10,NECTON FIM,0.0225465658249643,0.0921957457890711,3.4673748958125987,25.0,6.064777810260009,111.0,Fundo Multimercado,0.5,16854618.26,-0.0014595641277439,0.0046907070848054,0.0094492017712701,0.0436110304944816,0.0767862009833669,3.592476937054337,10.981423514649462,0.0991383694145924,0.0869968483996758,2.0328293387822782,4.006693890504011,0.3159783872601127,0.3600842294069094,7.07338282065162,15.69436800392936,1.1696553944663726,1.7518018462120777,46.57265687445986,96.45259624132368,False,False,0.0175347847947686
00.360.293/0001-18,BB RF DIVIDA EXTERNA MIL FUNDO INVESTIMENTO,-0.009980427121575,0.0894381460157378,2.6273897274557827,10.0,0.6276115325354769,10383.0,Fundo de Renda Fixa,1.0,198980750.81,0.345592692644447,0.048429800167874,-0.030572361262521,0.0396184144185767,0.0048104975511905,-0.1500724880500316,-1.698119741620881,0.6069899788892006,0.1896243611053626,-5.062650488038239,-128.8504505536592,0.9167168418704807,2.100838672871283,-7.137954673725321,25.78071946603217,3.2216529039078576,4.102978652143175,-22.715593372186795,44.3915869941468,False,False,0.0742030651912599
00.398.561/0001-90,PORTO SEGURO AÇÕES FIC FI,0.1011609115961065,0.1040389051302593,2.925779785910656,26.0,0.4455795421672724,4504.0,Fundo de Ações,2.0,217380407.06,-0.0551313886021876,-0.0138468528243367,0.0735978312154881,0.2812149705223103,-0.0175130538270306,0.2867608931486092,0.8442429820856177,0.7258773191094858,0.1681264337131956,0.7234818472086537,1.2722718292243071,0.9638895224429987,-1.060591235233871,0.9767853377267672,1.973314975279421,1.191646442841087,2.327005397431569,1.290951318499047,2.825990181414136,False,False,0.1608296346928095
00.400.490/0001-13,PORTO SEGURO MACRO FIC FIM,0.0018156925463264,0.0953534858471635,3.736611042217661,26.0,2.723568213595426,5812.0,Fundo Multimercado,1.5,414010868.53,0.0862040854732415,-0.0141179068276404,-0.0255289606001278,0.0276520459223823,-0.0040137301394405,0.2047311933730998,0.5181330186364526,0.2444915670628866,0.2115210440363143,2.0138850834735207,3.488503356222698,0.5184754600865598,0.5634313374523986,4.372672805141387,8.492948162719705,1.4334348449017251,2.9517728169150885,18.806994906950443,36.70775789631456,False,False,0.0128204406464202
00.524.617/0001-06,CAMBIAL DÓLAR FIC FI,-0.0052898403620805,0.0548817140231337,0.997562252837561,9.0,0.2672543841990515,3826.0,Fundo Cambial,2.0,156107766.21,0.2840842444591416,0.0497144473972188,-0.0430697449911608,0.0046608732763762,0.0005157304491264,-0.0140979150632349,-0.0971011561149772,0.4083411082257355,0.2983670196725309,-1.568626633170963,-4.279017968242299,0.6289618679431808,-0.6042645751262269,-2.2821687310878747,-6.407976205353493,2.3072249767239392,1.3097048599324703,-10.413033776118665,-29.69514296130538,False,False,0.9853719671191654
00.539.553/0001-17,GUIDE CASH FIC FIM CP,0.0300654212411046,0.0956256242386408,3.709608221820804,9.0,24.9363656095765,4010.0,Fundo Multimercado,0.4,184741903.69,0.0278290024365197,0.0052203817538518,0.0143136711457561,0.0528449620672151,-1.0642993296311938,22.47959180600781,59.11513459800818,0.1561893645030376,0.6096034961645949,171.12136461159162,-426.2787070457622,0.4048846199269325,0.6514166597344218,503.4210593771679,-828.1801158877817,1.3242967367034462,2.4449988949178665,3634.0162983619534,-2577.4368934166137,False,False,0.0046693704374864
00.575.922/0001-27,ALFA AÇÕES PREMIUM FIA,0.100943419314704,0.0967157044709623,2.243495799893493,26.0,0.3926086992387289,319.0,Fundo de Ações,2.0,78455107.29,-0.0610805472463369,-0.0225654850172706,0.046661543109568,0.2578701571699009,-0.0149596081561667,0.2069662362061927,0.6308432424393868,0.690377670101707,0.1298803365387198,0.5631033700870023,0.951390738922294,1.175080625266684,-4.293242489320319,0.9829178625305514,1.887987669758766,0.9987374808921484,1.1468544176118995,0.9436645501946987,1.9621820511716288,False,False,0.1729966781410026
00.598.452/0001-17,MB MASTER REF DI LP FI FINANCEIRO,0.0192411364519775,0.1030375329867666,4.261514648831968,9.0,8.91947667584858,218.0,,0.3,35013422.49,0.0284225259316466,0.0035485048418293,0.0087221520184292,0.0260600096173846,0.0634806604456613,-25.003229780677835,-77.57910078772888,0.1538837949672222,0.2102035522071936,245.5400429564753,175.20784593469446,0.3976446308755439,0.5240658895060446,635.7744544602798,1220.2865960494523,1.3104781257956564,2.282215234056415,4885.98549708191,29347.90735528116,False,False,0.029430636521786
00.601.692/0001-23,FAMA FIC FIA,0.0327532944206965,0.1830594855654902,5.889762947354991,18.0,0.6202261846551631,2590.0,Fundo de Ações,2.0,263971284.79,-0.0026319247750984,-0.0169515551576486,0.0315542803794397,0.1718009475990938,-0.0193050175041179,0.2076636836045249,0.6037054180704071,0.6770003545197181,0.1154683757408323,0.7118425311372112,1.273057003906462,1.1754708543823873,-5.110621544758633,1.29944709630617,2.651422151647186,1.6540224097467329,5.972727951438047,2.264667797754818,4.936412746709872,False,False,0.1219295866379794
00.743.026/0001-20,BANRISUL VIP FI RF DE LP,0.0062475079821053,0.0810080169411763,2.7301740911089283,9.0,25.41539303513187,1929.0,Fundo de Renda Fixa,1.6,80342240.88,0.0020152791268894,0.0025359114422336,0.0056173506018626,0.0013562731056067,0.0160912624783634,1.6117185376325662,-2.1808833040399374,0.0661177026053914,0.1184334686089295,645.7108052464404,-260.1934189313289,0.2354552619602241,0.3346161765620177,3688.25906238092,-553.0767696966954,0.8716220253195772,1.46225227614546,-13160.386511275085,-2500.1448713387663,False,False,0.0032937725030004
00.756.851/0001-69,BB RF REF DI ÁGIL FIC FI,0.0059150544052888,0.0805328344928408,2.704350089336274,26.0,32.10757406730586,289560.0,Fundo de Renda Fixa,1.75,6609139854.8,0.0082844546261446,0.0022005563426696,0.0048518670088613,0.006366153366299,0.0258009627248373,30.582308996542228,-78.14005291446117,0.0731354692891048,0.1407187175842417,-1049.7665774480515,-399.6240535904692,0.2469535367508093,0.3568217005874567,-4331.9357002157485,-669.5704185415661,0.8931637994861799,1.51859543647134,-8291.561079557678,-2726.596556622135,False,False,0.0011227236526929
00.777.815/0001-81,BRADESCO H FIC FI RF REF DI LP FUNCIONÁRIO,0.0132578000881009,0.0962542380939037,3.736459654960923,25.0,38.12977957650367,5520.0,Fundo de Renda Fixa,0.5,200227728.4,0.0202311191025903,0.003485385278072,0.0081895349264229,0.0186858957065327,0.1039170175657868,-99.70767886001671,-46.04568694249726,0.116059947074405,0.2200125162210884,-5276.962290447099,-625.2932414101878,0.3340598520148601,0.4753357865502821,-10274.470958630169,-850.0493986846408,1.191024089511461,1.9788276948061176,-10214.163848970198,-4189.960621036313,False,False,0.0009897123983129
00.785.365/0001-79,ITAÚ MONEY MARKET RF FIC FI,0.0060707955547187,0.0682992330578853,2.057526541680857,25.0,21.417236230911623,19783.0,Fundo de Renda Fixa,1.75,52971015.2,0.0049038774275451,0.0022576924317032,0.0055770060246831,0.0067042273336208,0.0251260830490321,-335.19295295977633,-98.2735622039226,0.0620033694648312,0.1294750181415441,-314.88108120213303,-181.6448172694137,0.2206490878720166,0.3316615158381822,-1070.9052510168008,-275.4294986493678,0.7836538313222385,1.3801405655638423,-5153.01817080703,-1176.4815563197378,False,False,0.0018762115654722
00.793.947/0001-05,BRADESCO FIC FI RF VÊNUS,0.0050149294145127,0.0683162034426335,2.0574943667343115,25.0,19.311292023818684,5251.0,Fundo de Renda Fixa,1.5,80013155.91,0.0123658888897784,0.0028596930486837,0.0057026279315459,0.0074303421412107,0.0112849380839891,-3.991227411774109,-2.297508353385597,0.060115560636923,0.1592445565185097,-16.858188487431324,-14.017058520874643,0.2024998507097724,0.3480562170273175,-68.19771575397611,-35.97358000424305,0.7118000901572674,1.382071628913201,-430.39035810444,-193.5872284208266,False,False,0.0025715887774593
