CNPJ_FUNDO,nomeAbreviado,kpi,annualized_return,retorno_1_ano,annualized_sharpe,classe,txa_adm_%aa,patrimonio,idade,retorno_3_anos,retorno_5_anos,retorno_10_anos
07.152.170/0001-30,XP INVESTOR FIA,6.77,0.1988628814215715,0.1751412358900326,0.7102943171241921,Fundo de Ações,2.0,365411344.51,14.0,0.7245825816748686,1.5616598309923586,3.1443978689440906
12.923.387/0001-37,SPARTA PREMIUM FIC FI RF,6.77,0.0812612004155729,0.0173554391495938,33.757512822517775,Fundo de Renda Fixa,0.3,71728758.77,10.0,0.1182364405805984,0.3431282807741413,1.23669091302884
03.557.198/0001-05,ITAÚ CORP FEDERAL PLUS RF CURTO PRAZO FIC FUNDOS DE INVESTIMEN,6.76,0.0982888773297691,0.0215021186883273,21.04010560118682,Fundo de Renda Fixa,0.18,1470323098.88,21.0,0.129047756924487,0.3566968092273979,1.2395134352688977
01.464.595/0001-07,CSHG FI CAMBIAL,6.75,0.0708412908508977,0.0064475756093826,0.4361355139999299,Fundo Cambial,0.7,73415754.93,8.0,0.4334604402629463,0.7032566436700838,2.674639139500144
13.962.941/0001-58,VOKIN K2 LONG BIASED FIA,6.75,0.1451074385466163,0.2563973364191418,0.629576409081622,Fundo de Ações,1.8,77600714.15,9.0,1.0950325457014487,2.352300928097922,0.0
09.577.098/0001-19,MIRAE ASSET DISCOVERY AÇÕES DIVIDENDOS FI,6.74,0.1871735229314644,0.2107255930082654,0.7994718245559501,Fundo de Ações,2.0,51300363.21,12.0,0.8011586267068709,1.4801171854405588,1.9583925395461823
12.154.412/0001-65,IBIUNA HEDGE FIC FIM,6.72,0.1004762479435179,0.0345765879700996,2.8621992204526445,Fundo Multimercado,1.96,1286099797.49,10.0,0.2455590565908059,0.5513385314338932,1.735785175377071
19.599.340/0001-09,BNP PARIBAS CAPITAL PROTEGIDO XI FIC FIM,6.72,0.0845105479001164,0.0177361526061023,1.48634673879955,Fundo Multimercado,0.0,19198289.01,7.0,0.2374112168109581,0.7057658205419448,0.0
13.417.364/0001-13,ITAÚ EMPRESA RF MIX CP LP FIC FI,6.72,0.0787461689263464,0.0349241628495422,23.130549443711143,Fundo de Renda Fixa,0.35,3954542909.3,10.0,0.1332663899934396,0.3668931183710735,1.276348971617829
06.988.623/0001-09,BRADESCO FIA MID SMALL CAPS,6.71,0.1837037683468009,0.2079110301517079,0.7812591922110029,Fundo de Ações,1.5,2351735572.08,0.0,0.9408932681658796,1.875854908149214,2.721505608115098
13.033.721/0001-40,MONETUS FIA BDR NIVEL I,6.7,0.232662749892622,0.5117489574868708,0.9929647458293924,Fundo de Ações,0.6,114616084.66,4.0,1.3825061247957515,0.0,0.0
09.639.909/0001-69,CSHG SOBERANO PRIVATE I FIC FI RF REF DI,6.7,0.0813170808115178,0.0153842765942655,34.84082279599059,Fundo de Renda Fixa,0.4,451920148.44,13.0,0.113493040101444,0.3294835486939416,1.160010961123938
17.759.799/0001-05,ITAÚ AÇÕES ESTRATÉGIA S&P500® FIC FI,6.69,0.1726778276007313,0.3529957378610691,1.1014197846378622,Fundo de Ações,1.9,500924190.77,7.0,0.5579845085462984,1.2939926417851415,0.0
10.440.171/0001-95,SONAR PREMIUM FIM CP,6.69,0.0962929585988804,-0.003334868973301,6.928112800672396,Fundo Multimercado,1.0,53045213.44,12.0,0.0840509985527775,0.3216866535976934,1.3516859110822177
19.237.869/0001-82,SAFRA S&P TOP FIC FIM,6.68,0.226614815596288,0.3706717979758518,1.2514700069884217,Fundo Multimercado,0.75,389857893.36,7.0,1.1489369800480285,2.248811493164786,0.0
08.545.860/0001-12,SANTANDER FIC FI VINTAGE RF CP LP,6.68,0.0841916070085419,0.0532929213323107,19.51964329218075,Fundo de Renda Fixa,0.3,713886524.55,12.0,0.1303848795639719,0.3671359644046563,1.2997693617968085
13.476.201/0001-01,FATOR SINERGIA FIA,6.68,0.1403317651064149,0.0694836927359243,0.5340878680962924,Fundo de Ações,1.5,180124063.31,10.0,1.2010795843601323,2.7056695901934247,1.938808992972468
01.394.744/0001-09,BB MULTIMERCADO LP MACRO  200 FIC FI,6.68,0.0781083556015184,0.030707154081133,2.385056439115641,Fundo Multimercado,1.0,577709124.8,24.0,0.1741439125289885,0.4542012641639283,0.9458127433475064
13.417.011/0001-13,ITAÚ MULTIMERCADO GLOBAL EQUITY HEDGE FIC FI,6.67,0.0905037206503313,0.0052681722210969,3.92561354412041,Fundo Multimercado,1.5,33386635.11,10.0,0.1309936182946778,0.4675866121703496,0.0
23.731.760/0001-74,ITAÚ PERSONNALITÉ CAMBIAL DÓLAR PLUS FIC FI,6.67,0.0999201712141801,0.0040933895962056,0.7798298216714821,Fundo Cambial,1.0,73125868.2,5.0,0.4205361763672612,0.6787879908449055,0.0
10.474.810/0001-33,ITAÚ RF EXCELLENCE FIC FI,6.67,0.0831827454060425,0.0223801941070493,31.49341267124645,Fundo de Renda Fixa,0.5,4016369486.53,11.0,0.1241515232791987,0.3474936846152785,1.231290216148507
88.198.056/0001-43,BANRISUL AÇÕES FIA,6.66,0.1548861122373717,0.1860649196922814,0.597928831740346,Fundo de Ações,5.0,237428013.87,49.0,1.0116609426309109,2.3679294895081644,2.5886309874307822
02.763.602/0001-26,BRADESCO PRIME FIC FIA SMALL CAP,6.65,0.1663669839963211,0.1895858134828179,0.7065984206851691,Fundo de Ações,3.0,456757950.65,22.0,0.8539298484304028,1.6638186615959896,2.193577164183508
13.083.227/0001-90,ATLAS ONE FIC FIA,6.65,0.1405770890092471,0.2834198890812822,0.8218481102664708,Fundo de Ações,2.0,581045350.29,9.0,0.8678102954109912,1.4072403745155642,0.0
06.070.574/0001-12,BRESSER AÇÕES FIC FIA,6.65,0.1878565462943446,0.055496425827807,0.935350522285076,FIC FI,2.0,312409602.05,1.0,0.486336608544083,1.3309099380129288,3.192114203131232
04.895.210/0001-46,SANTANDER VALE AÇÕES FI,6.64,0.2031980453882009,1.1035351199740189,0.5145789128832474,Fundo de Ações,0.0,127637945.2,3.0,1.5139049913397944,6.294211299336808,1.9269005411097573
06.015.361/0001-98,BB MULTIMERCADO LP ARBITRAGEM FIC FI,6.64,0.0827524682192897,0.0114669166763858,3.915776423562986,Fundo Multimercado,1.5,52926323.78,15.0,0.1325951887520824,0.3697831622337102,1.3601359674944842
08.893.082/0001-52,GÁVEA MACRO FIC FIM,6.64,0.095908283825745,0.0715846905419543,2.012311814020843,Fundo Multimercado,1.98,1041111735.64,14.0,0.2084136332937041,0.5711767930005951,1.807538746881076
24.572.474/0001-76,VIC OPPORTUNITIES FIC FIM CP IE,6.63,0.0887195545259412,0.0528304890890023,1.5825803540557812,Fundo Multimercado,0.03,138793265.94,5.0,0.2809728522502865,0.684942223156741,0.0
11.108.013/0001-03,BNP PARIBAS SMALL CAPS FIA,6.63,0.1466955258389983,0.2699356639507753,0.7069610283729814,Fundo de Ações,2.0,663801754.1,12.0,0.8367536078695366,1.539145616764921,2.248687200061964
17.138.474/0001-05,SANTANDER RF CP CRESCIMENTO INSTITUCIONAL FI LP,6.63,0.0805492601007541,0.0394890631223328,22.974610654775827,Fundo de Renda Fixa,0.3,1820284528.04,8.0,0.136919006560354,0.376363105476214,0.0
19.211.736/0001-37,GARDE D''''ARTAGNAN FIC FIM ACCESS,6.62,0.1025083608447727,0.0314958032029963,2.1522408603270584,Fundo Multimercado,0.0,64202914.64,7.0,0.1981090276062154,0.4736629735611826,0.0
12.984.676/0001-46,ITAÚ PERSONNALITÉ MULTIMERCADO LONG AND SHORT I FIC FUNDOS DE INVESTIM,6.62,0.083820435414231,0.0085074119470545,3.4435978110833165,Fundo Multimercado,1.5,5876907.76,10.0,0.1375491502290968,0.4775913458641427,1.3575261363367188
10.474.356/0001-10,ITAÚ RF MASTER FIC FI,6.61,0.0748408945651498,0.0149695865102814,32.16488077432768,Fundo de Renda Fixa,0.0,1723003176.65,12.0,0.1039885534490154,0.3090028070934754,1.1120099324310253
06.190.196/0001-00,BRADESCO PRIME FIC FIM MULTI ALLOCATION,6.61,0.087043595682557,0.008214228056057,3.875609092251496,Fundo Multimercado,1.5,25872342.45,17.0,0.1037509065081399,0.3923344510448778,1.0236378815533982
04.881.177/0001-03,ITAÚ AÇÕES VALE FIC FI,6.6,0.1940929624741032,1.076785297806499,0.4969800092483548,FIC FI,3.0,794411368.33,3.0,1.4294451451930508,5.923411048076279,1.809017222709142
12.430.199/0001-77,NAVI LS FIC FIM,6.6,0.108716458331195,0.031568354488292,2.865191841162108,Fundo Multimercado,2.0,508126111.37,10.0,0.210313041507036,0.5918201607068878,1.9915822252273805
09.130.395/0001-11,SANTANDER FIC FI VALE 3 AÇÕES,6.59,0.1929416854464352,1.0984570882767437,0.5236184003675778,Fundo de Ações,2.0,39231800.13,13.0,1.4742927198317162,6.093408809888645,1.958258205555672
15.912.241/0001-84,BTG PACTUAL ALPHA FIA,6.58,0.1505874807909717,0.0979853837530082,1.4262255077776913,Fundo de Ações,0.0,156342193.74,8.0,0.6815064788025778,0.8164379610997581,0.0
16.892.122/0001-70,SUL AMÉRICA SELECTION FIA,6.57,0.1314319870965381,0.4955491668176977,0.4643110939385263,Fundo de Ações,0.9,439083838.98,8.0,2.290609841955676,2.8671629682331483,0.0
10.263.609/0001-07,ITAÚ MOMENTO AÇÕES FIC FI,6.57,0.2326249231112953,0.1661695537999692,0.956850821143958,Fundo de Ações,3.0,52272275.74,12.0,0.6961136549212441,1.5088207442870545,2.268627666669459
22.681.798/0001-17,AZ QUEST TERMO FI RF,6.57,0.079290688285861,0.0252678782045627,26.01083386388836,Fundo de Renda Fixa,0.4,590262579.1,6.0,0.150135950274,0.3950999762006333,0.0
05.941.170/0001-94,ITAÚ SELEÇÃO AÇÕES FIC FI,6.56,0.1768846024118371,0.304706381436765,0.6704091275828845,FIC FI,3.0,117365360.67,1.0,0.8832498926703365,1.3089385580407171,1.7854309514670512
02.010.153/0001-45,BB FAPI FUNDO DE APOSENTADORIA PROGRAMADA INDIVIDUAL,6.56,0.079876983000674,0.0326690614847957,7.640336219679369,0,1.0,16165268.29,23.0,0.1513925064313623,0.3729072795793116,1.1253302598565431
08.244.542/0001-11,BRADESCO FIC FI RF REF DI CP INFINITY,6.55,0.0794908681083854,0.0212577501080375,37.5715300865218,Fundo de Renda Fixa,0.55,88359457.27,14.0,0.104813048899788,0.310137024751453,1.0750784919606464
07.383.028/0001-02,KINEA ARKHE FIM,6.55,0.107761426473116,0.0184240971072673,3.5741558697612605,Fundo Multimercado,1.5,543571005.94,16.0,0.1214091685664002,0.362648668634002,1.28293642918801
21.407.105/0001-30,ITAÚ VÉRTICE RF REF DI FIC FI,6.54,0.0716124427522665,0.0290784747632735,25.62361092154669,Fundo de Renda Fixa,0.2,8806670799.84,6.0,0.131457609684594,0.3619051283847596,0.0
01.996.007/0001-78,BB RF REF DI LP PLUS FIC FI,6.54,0.0915494548676287,0.0180857309011615,35.97583147108748,Fundo de Renda Fixa,1.0,7111264570.88,23.0,0.1048709001684682,0.312266976513037,1.1019668440423622
23.731.495/0001-24,ITAÚ FUND OF FUNDS ORION MULTIMERCADO CP IE FIC FI,6.53,0.1152924028311937,0.1378154923532413,1.8160878610500053,Fundo Multimercado,1.0,2975400233.56,5.0,0.239138489306798,0.7919636900526417,0.0
17.412.460/0001-20,GAP ABSOLUTO MULTIMERCADO SELEÇÃO FIC FI,6.52,0.0764231257641381,0.0211231038149199,1.4552793379156073,Fundo Multimercado,0.0,504688365.13,8.0,0.2780910830599852,0.5701989202311075,0.0
17.412.175/0001-09,ITAÚ LONG AND SHORT 30 MULTIMERCADO FIC FI,6.52,0.0907406910352868,0.0093617374141539,3.847374773009778,Fundo Multimercado,1.5,75775521.35,8.0,0.1399096915938347,0.4791482068748358,0.0
04.066.545/0001-51,FOCUS FUNDO DE FUNDOS FIC FIM,6.51,0.1124033891155605,0.0516816169180402,3.44441476501053,Fundo Multimercado,3.0,45530746.28,20.0,0.185124820160335,0.4639429689076295,1.6071332542707557
14.326.479/0001-65,SAM RATES AND FX MULTIMERCADO FIC FI,6.51,0.0833987417551836,-0.001199814068219,5.190073088572306,Fundo Multimercado,1.0,8548800.98,9.0,0.0989940522848855,0.341353973322235,0.0
17.453.850/0001-48,WESTERN ASSET US INDEX 500 FIM,6.51,0.1983596060582994,0.3664315063648513,1.2170218932873629,Fundo Multimercado,1.0,2188137943.09,8.0,0.6116395343006396,1.4406523825827755,0.0
17.420.064/0001-44,ITAÚ MULTIMERCADO LONG AND SHORT 30 FIC FI,6.51,0.0860817687671039,0.0095457313726841,3.683429249864696,Fundo Multimercado,1.5,74422731.07,8.0,0.1400508418421198,0.480631741573734,0.0
14.508.643/0001-55,FIC FI CAIXA BRASIL DISPONIBILIDADES RF,6.51,0.07314590837604,0.0152687651874716,32.30137326398805,Fundo de Renda Fixa,0.0,618732774.71,9.0,0.1076322181898676,0.3137527343377548,0.0
07.657.626/0001-14,BNP PARIBAS EXCELLENT DI FIC FI RF REF,6.51,0.0880454105079026,0.0178159205318608,36.26918898585281,Fundo de Renda Fixa,0.65,47037675.82,15.0,0.1083478761356937,0.3216100286041328,1.1581530130859212
08.545.330/0001-74,JOULE VALUE FIA,6.49,0.1931593137619155,0.0922543825953705,0.4537101284171599,Fundo de Ações,1.35,263166888.2,12.0,1.2218780117982622,2.61965501352001,2.312090204268483
10.740.670/0001-06,FI CAIXA BRASIL IRF-M 1 TÍTULOS PÚBLICOS RF,6.49,0.0844055698782564,0.0189910435506337,17.525639379724183,Fundo de Renda Fixa,0.2,8111343721.75,12.0,0.1501845503094312,0.3965697925154678,1.3329365420033863
12.845.796/0001-62,KADIMA EQUITIES FIC FIA,6.48,0.078229351261824,0.4241654175920595,0.5190840775122831,Fundo de Ações,1.35,46437986.16,10.0,1.1481249806545597,1.6324286297866486,1.5222254067792202
02.887.948/0001-36,ITAÚ RF REF DI MAXIME FIC FI,6.47,0.0916286433634115,0.01901471527857,34.98021659147578,Fundo de Renda Fixa,1.0,2279415633.47,22.0,0.1054240260476868,0.3109193205486784,1.0988935086750384
24.773.832/0001-09,ARTESANAL FI DE RF,6.47,0.0593944344618453,0.0271126119600719,28.448417357444868,Fundo de Renda Fixa,0.5,163405074.73,5.0,0.1447874770046295,0.3902463306952797,0.0
13.974.750/0001-06,AZ QUEST TOP LONG BIASED FIC FIA,6.46,0.1691032541213928,0.1356677457075707,0.8084228002841738,Fundo de Ações,2.0,751095933.62,9.0,0.6468518553670444,1.7238258600454692,0.0
11.182.064/0001-77,CONSTÂNCIA FUNDAMENTO FIA,6.45,0.1256733272935482,0.1796622262608576,0.6985397867072699,Fundo de Ações,2.0,1251777372.7,11.0,0.8434831817350186,1.6823415795568666,2.6345542060488163
16.478.741/0001-12,SQUADRA LONG-ONLY STR FIC FIA,6.45,0.1504500319717837,0.2232887113669248,0.7653528138774123,Fundo de Ações,2.8,2070529428.77,8.0,1.0255475492509984,1.6107754146501645,0.0
06.871.308/0001-99,CSHG TOP 30 FIC FIM,6.45,0.1179114721695511,0.0674164383846063,2.7291653888674574,Fundo Multimercado,0.0,1374569962.99,0.0,0.2232397879446845,0.5150188798675515,1.6757013653780684
11.952.873/0001-10,BTG PACTUAL EXPLORER FIM,6.45,0.0893656917825092,0.0486622576366559,3.061192383389922,Fundo Multimercado,1.25,55479267.15,11.0,0.1236248281718357,0.3779361111468278,1.4173415377497856
17.087.932/0001-16,BAHIA AM MARAÚ FIC FIM,6.44,0.1114107972286503,0.051561829768981,2.3509397973175847,Fundo Multimercado,1.9,1304781804.93,8.0,0.140700522492873,0.6714742198246044,0.0
15.586.797/0001-28,ICATU VANGUARDA DATA ALVO 2030 FIC FIM,6.44,0.0998948275711631,0.0744743723711756,1.1727002503454391,Fundo Multimercado,0.01,36065070.31,9.0,0.4212620411541108,0.747154567128107,0.0
05.862.906/0001-39,BNP PARIBAS TARGUS FIC FI RF CP,6.44,0.0959824779819492,0.0343992275202824,18.47239160765437,Fundo de Renda Fixa,0.34,453621614.18,16.0,0.1300852598357154,0.363916923680315,1.2784134031669625
21.144.577/0001-47,SAFRA KEPLER FIM,6.44,0.0963993636101093,0.0586168774783466,2.8011639073450585,Fundo Multimercado,2.0,723222420.84,6.0,0.2497812237837635,0.5832386066029596,0.0
14.239.659/0001-00,FIC FI CAIXA CAP PROT IBOVESPA CÍCLICO I MULT,6.43,0.0927904463603253,0.0842330935226816,1.6270663878719598,Fundo Multimercado,1.6,76892283.3,10.0,0.2720531429627792,0.6168667617352894,0.0
02.376.823/0001-41,SANTANDER MULTIMERCADO MACRO CRESCIMENTO MAX FIC FI,6.43,0.0853171297092191,0.005929940926892,4.951235626740644,Fundo Multimercado,0.0,23174398.12,6.0,0.0996110999151629,0.2449658898925726,0.9905901420539374
10.326.625/0001-00,VALORA ABSOLUTE FI RF CP LP,6.42,0.0919065399085122,0.0591117074192169,18.5932245349532,Fundo de Renda Fixa,0.5,208470634.7,12.0,0.1574825323453246,0.4131879267867149,1.4226227531904088
04.891.399/0001-07,BRADESCO H FMP-FGTS VALE DO RIO DOCE,6.42,0.209556746224808,1.1100948892184554,0.5292368941086394,Fundo de FGTS,1.3,161442537.29,19.0,1.5641991744318309,6.594464337283864,2.1103878463691106
01.221.890/0001-24,CSHG VERDE FIC FIM,6.42,0.1566142623307933,0.0895751861732836,1.8976968881533585,Fundo Multimercado,1.5,1046235196.57,8.0,0.2625984070242504,0.4909884232567962,2.3290880985523312
02.367.527/0001-84,SANTANDER RF REF DI MASTER FIC FI,6.42,0.0923331708177592,0.0238122341008919,33.382560665145526,Fundo de Renda Fixa,1.0,4649495137.63,22.0,0.1074162355345509,0.3159097889867062,1.1170443945195268
03.164.294/0001-85,FIC FI CAIXA INVESTIDOR RF LP,6.42,0.0933443984333665,0.0199629442479365,29.97227219006378,Fundo de Renda Fixa,0.85,1558927311.65,22.0,0.1158633228165295,0.3310181611025531,1.1477418859578798
03.168.062/0001-03,ARX INCOME FIC FIA,6.42,0.1664211752727206,0.1579384103440704,0.7171056894947823,Fundo de Ações,2.94,820828342.48,22.0,0.7108889697396978,1.483551616708477,2.1843735600718475
07.841.371/0001-45,FIA BRB PETROVALE,6.41,0.1190378352140914,0.5961258701279382,0.3764894571741698,Fundo de Ações,0.0,19521386.8,15.0,0.9271571913341532,3.0640296733615484,1.0141784123636204
14.632.925/0001-60,MB FIA INSTITUIÇÕES FINANCEIRAS,6.41,0.0827042111118657,0.4062678277869163,0.4444367780702928,Fundo de Ações,0.0,22664111.35,9.0,1.2461184419811762,2.1331913499298647,0.0
00.819.915/0001-23,WESTERN ASSET DI EXCELLENT FIC FI RF REF,6.41,0.0946852284378356,0.018967616746162,28.463409837519723,Fundo de Renda Fixa,0.6,146587004.03,25.0,0.1148009744607938,0.3267817162541631,1.1629121234202162
03.515.596/0001-50,MASTER FIC FI RF REF DI,6.4,0.0917471668419606,0.0158526045158218,36.35470959710237,Fundo de Renda Fixa,1.0,5976417248.56,21.0,0.1037602328489262,0.3070023497079599,1.0945850604299294
11.451.917/0001-29,QUANTITAS FIA MONTECRISTO,6.4,0.1328687675491305,0.3397467615138372,0.6086351635232127,Fundo de Ações,2.0,196944885.41,11.0,1.0881440304665446,2.002615935331104,2.481448944278668
13.608.337/0001-28,APEX EQUITY HEDGE FIM,6.4,0.1104411696143293,-0.008990886431793,2.5495246196474888,Fundo Multimercado,2.0,1016169747.24,9.0,0.2286638181023033,0.6585242329804726,0.0
04.764.174/0001-81,INSTITUTIONAL ACTIVE FIX IB MULTIMERCADO FI,6.39,0.1032154687348361,0.025552429909859,19.269990048761432,Fundo Multimercado,0.3,2072202454.02,3.0,0.1441947067488271,0.3783960397286232,1.315872307894665
09.141.893/0001-60,AZ QUEST EQUITY HEDGE FIC FIM,6.39,0.1061978312365952,-0.0060395496539651,3.780420951257968,Fundo Multimercado,1.5,90702180.92,13.0,0.0980648283960932,0.3831040536993293,1.3837830787155672
06.095.438/0001-87,SANTANDER RF CRESCIMENTO INSTITUCIONAL ADVANCED FIC FI,6.38,0.1006024598148718,0.0278170784544664,17.025673755386133,Fundo de Renda Fixa,0.3,333789582.81,17.0,0.1372158611746909,0.3732616943430893,1.2926318311154024
08.771.538/0001-01,NEO MULTI ESTRATÉGIA 30 FEEDER FIC FIM,6.38,0.1055754359009264,0.076209532335745,2.2666387669944315,Fundo Multimercado,2.0,435084084.95,13.0,0.2376681100469373,0.5142772695253119,1.75323260434509
21.743.480/0001-50,BANRISUL ABSOLUTO FI RF LP,6.38,0.0726155448332398,0.0198864348567273,26.064211654237432,Fundo de Renda Fixa,0.15,2124522703.03,6.0,0.1271272727272725,0.3546300612679809,0.0
14.466.898/0001-00,BRASIL CORPORATE FI RF CP LP,6.37,0.089132052340358,0.0569709421893724,14.229057611450166,Fundo de Renda Fixa,0.0,241934765.98,9.0,0.148912028936579,0.4159201382794284,0.0
08.799.265/0001-03,AZUL FIC FIM CP,6.37,0.118502313899388,0.0807928773042621,1.5260675635613323,Fundo Multimercado,0.03,533302977.37,13.0,0.2394942157625408,0.4478106809078936,2.1548220198793144
09.300.166/0001-06,SANTANDER RF REF DI VIP 2 FIC FI,6.37,0.0873409286352026,0.0285589799747869,19.95387998605838,Fundo de Renda Fixa,0.3,1168498532.66,13.0,0.1266112324768948,0.355000785378905,1.2734070280314822
97.519.794/0001-36,ITAÚ RF REF DI EVOLUÇÃO FIC FI,6.37,0.0795036510633316,0.0240192679249273,32.63551339622683,Fundo de Renda Fixa,0.5,183959285.99,9.0,0.1218913064990403,0.3436513689811133,0.0
07.539.298/0001-51,BTG PACTUAL TESOURO IPCA CURTO FI RF REF,6.36,0.1207073639979525,0.0549732412384125,3.728468374811805,Fundo de Renda Fixa,0.2,1268684114.87,15.0,0.3072911069907502,0.5993876411532189,1.93441746618748
08.768.381/0001-65,BRB MILLENIUM FIC FI EM RF LP,6.36,0.0843707825259164,0.0150515111406281,29.314687598936136,Fundo de Renda Fixa,0.4,30236398.09,14.0,0.117513871260918,0.3312079041231701,1.156216972436297
10.304.401/0001-99,BB RF REF DI LP PREMIUM FIC FI,6.35,0.0827863060656326,0.0206522478235469,36.995011016334594,Fundo de Renda Fixa,0.7,3709772687.37,12.0,0.1143831514163369,0.3315394911488383,1.1651589636887874
05.090.771/0001-30,WESTERN ASSET CREDIT EXCELLENT FIC FI RF CP,6.35,0.0993871438216241,0.0480592335518013,14.881050900664649,Fundo de Renda Fixa,0.45,307508274.9,19.0,0.1403061828073504,0.3741163826681006,1.2772687076449336
40.428.039/0001-29,BTG PACTUAL ANDRÔMEDA FIA,6.34,0.1443548347388109,0.195888868256145,0.5741755932291852,Fundo de Ações,1.5,125042493.32,29.0,0.7608809432324175,1.1746841616532913,1.6968856484631645
21.983.042/0001-60,ABSOLUTE ALPHA GLOBAL FIC FIM,6.34,0.0968485808777819,0.023994123647826,3.574319644718375,Fundo Multimercado,1.9,831713816.2,6.0,0.1710361029857632,0.5527024303637564,0.0
01.606.545/0001-09,BRADESCO FIC FI RF MACRO,6.33,0.0960030607614828,0.0160320334231696,25.842840120074538,Fundo de Renda Fixa,0.7,1063560331.57,24.0,0.1195204245017966,0.3434085053913325,1.2013417317539772
12.184.246/0001-40,FUNDAMENTA FIA,6.31,0.1084150245182054,0.4490620428851821,0.6370286380155352,Fundo de Ações,1.9,37991105.27,11.0,0.85436908723062,1.1195160537109934,1.998710628176864
03.737.190/0001-12,FIC FI CAIXA ESPECIAL RF LP,6.31,0.0978837627511855,0.0230715014759153,19.70527965020555,Fundo de Renda Fixa,0.4,4068915348.05,17.0,0.1285197510725606,0.3570095308189001,1.2352822976779048
03.737.200/0001-10,FIC FI CAIXA ESTRATÉGICO MULTIMERCADO LP,6.3,0.0809192912678084,0.042383983876967,2.595340146057348,Fundo Multimercado,1.2,302985729.69,15.0,0.1499125906371072,0.3602387075130917,1.0676005758985738
09.635.172/0001-06,BAHIA AM VALUATION FIC FIA,6.3,0.1185834925048598,0.2440384827451063,0.6316360508959624,Fundo de Ações,1.9,1095901786.78,11.0,0.7087562118346746,1.5471553939155318,2.6188895242787464
18.416.553/0001-95,BNY MELLON ARX LIQUIDEZ FI RF REF DI III,6.3,0.0764007323556111,0.0186695576653255,30.34733813475831,Fundo de Renda Fixa,0.2,1213940275.25,8.0,0.1175001230372052,0.3329872953030073,0.0
02.185.027/0001-21,BRADESCO FUNDO DE APOSENTADORIA PROGRAMADA INDIVIDUAL FAPI FIX,6.3,0.0567928027696648,0.0008618027919362,17.610016133110218,0,2.5,451621333.12,23.0,0.0557186612080686,0.2121964366494448,0.6975290763667286
04.147.027/0001-62,CSHG ALLOCATION VERDE 14 FIC FIM,6.29,0.1561802315824741,0.0881730261442184,1.904548339915607,Fundo Multimercado,0.0,123369363.92,3.0,0.2591320472059912,0.4856451453403487,2.314609769464642
05.962.491/0001-75,BB MULTIMERCADO MACRO LP FIC FI,6.28,0.0731644051233798,0.0306645132543201,1.4902830058391627,Fundo Multimercado,1.0,2299797532.1,17.0,0.1824962594219303,0.5976035583530139,0.9312853618608214
18.418.851/0001-14,BNY MELLON ARX LIQUIDEZ FI RF REF DI V,6.27,0.0760070295929471,0.0186548355434406,30.24530020758388,Fundo de Renda Fixa,0.2,1213928635.66,8.0,0.1174824229082636,0.3329300376908468,0.0
18.418.874/0001-29,BNY MELLON ARX LIQUIDEZ FI RF REF DI VIII,6.27,0.0747856922792907,0.0187180411904563,30.202925603134,Fundo de Renda Fixa,0.2,1213926967.36,8.0,0.1175321795167196,0.3330086376759018,0.0
18.418.812/0001-17,BNY MELLON ARX LIQUIDEZ FI RF REF DI IV,6.27,0.0764032312509633,0.0186392590582082,30.28905883963476,Fundo de Renda Fixa,0.2,1213921593.71,8.0,0.1174586754319972,0.3329105695257668,0.0
10.820.382/0001-53,BTG PACTUAL MULTISTRATEGIES GOLD FIM,6.26,0.0741179417619047,0.0317237900319846,4.333168211794772,Fundo Multimercado,0.8,18976531.14,12.0,0.0342512803467394,0.2396108522937297,1.0504468530138809
14.083.797/0001-42,PACIFICO AÇÕES FI EM QUOTAS DE FIA,6.25,0.1524600867679282,0.2151620872976327,0.7626923765190768,Fundo de Ações,2.93,351055959.32,9.0,0.9693081878300038,1.4715263091781772,0.0
03.721.554/0001-76,ITAÚ NOBRE RF REF DI FIC FI,6.25,0.0974043990868009,0.0215840038092904,20.442615579885768,Fundo de Renda Fixa,0.4,30128930.35,21.0,0.1226112137702812,0.3442990545597966,1.2098865540111534
07.861.571/0001-60,BB RF LP PARCERIA 10 MIL FIC FI,6.24,0.0834071521878315,0.0215849209078029,34.42022632351445,Fundo de Renda Fixa,0.8,390155641.92,13.0,0.113088695517566,0.3280847083490277,1.1504620200804854
18.418.825/0001-96,BNY MELLON ARX LIQUIDEZ FI RF REF DI VI,6.24,0.0760007107098051,0.0185454801573707,30.25647897642432,Fundo de Renda Fixa,0.2,1213892202.35,8.0,0.1173619367155829,0.3328239235511643,0.0
04.889.781/0001-78,SANTANDER FI VALE 4 AÇÕES,6.24,0.2205370124312893,1.1135884625201204,0.5401253546684859,Fundo de Ações,1.5,241091436.0,2.0,1.5467733658408842,7.273031643335564,2.260879302297824
11.403.956/0001-50,OCCAM EQUITY HEDGE FIC FIM,6.24,0.1034838560389003,0.0244062036042054,2.7607343879457016,Fundo Multimercado,2.0,2198747331.06,11.0,0.2224974569758158,0.4955668342060222,1.7466274635126808
18.428.603/0001-54,BNY MELLON ARX LIQUIDEZ FI RF REF DI VII,6.23,0.0760010146482117,0.0186307563377843,30.166659879438708,Fundo de Renda Fixa,0.2,1213918636.63,8.0,0.1174454801127611,0.3329173628689763,0.0
